timestamp,prompt_type,prompt_length,input_tokens,output_tokens,prompt_eval_time,output_eval_time,total_time,avg_token_latency,throughput,model_name,gpu_name,gpu_mem_used_MB,gpu_mem_total_MB,gpu_util_percent,batch_size
2025-11-03T23:46:24.572326,simple,short,8,10,0.11159801483154297,0.11907482147216797,0.23067283630371094,0.011907482147216797,83.9808103540794,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,92,1
2025-11-03T23:46:24.895257,simple,short,5,9,0.16800260543823242,0.1060023307800293,0.2740049362182617,0.011778036753336588,84.90379347107327,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:25.155762,simple,short,6,19,0.29700422286987305,0.23700547218322754,0.5340096950531006,0.01247397222016987,80.16692536664813,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:25.335763,simple,short,5,13,0.558509111404419,0.15650200843811035,0.7150111198425293,0.012038616033700796,83.06602662636708,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:25.450765,simple,short,6,8,0.7395102977752686,0.09150123596191406,0.8310115337371826,0.011437654495239258,87.43051299689408,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:25.539767,simple,short,4,6,0.8520112037658691,0.06550145149230957,0.9175126552581787,0.010916908582051596,91.60102353921808,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:25.707271,simple,short,6,12,0.9425134658813477,0.14450454711914062,1.0870180130004883,0.012042045593261719,83.0423695256197,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:26.768787,simple,short,7,80,1.1120188236236572,1.0375158786773682,2.1495347023010254,0.012968948483467102,77.10725362775605,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:26.988790,simple,short,5,16,2.169534206390381,0.1965022087097168,2.3660364151000977,0.0122813880443573,81.42402116016937,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,8
2025-11-03T23:46:27.898804,simple,short,4,33,0.45050573348999023,0.40700697898864746,0.8575127124786377,0.012333544817837801,81.0796907758195,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:28.027806,simple,short,8,9,0.8825132846832275,0.10550141334533691,0.9880146980285645,0.01172237926059299,85.30691404616897,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:28.208310,simple,short,5,13,1.015016794204712,0.15700268745422363,1.1720194816589355,0.012077129804171048,82.80113041880468,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:30.919350,simple,short,6,204,1.1705195903778076,2.688040018081665,3.8585596084594727,0.013176666755302279,75.891727291168,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:32.799880,simple,short,6,142,3.9030604362487793,1.8580288887023926,5.761089324951172,0.013084710483819666,76.42507652244834,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:35.140918,simple,short,4,176,5.79408860206604,2.3090357780456543,8.103124380111694,0.01311952146616849,76.22229229768138,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:35.346992,simple,short,6,15,8.121622800827026,0.183074951171875,8.304697751998901,0.012204996744791667,81.93365560926821,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:35.487923,simple,short,5,10,8.327126741409302,0.11750316619873047,8.444629907608032,0.011750316619873047,85.10408973224793,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:35.537923,simple,short,4,3,8.461130619049072,0.02750110626220703,8.48863172531128,0.009167035420735678,109.08652078926379,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:35.665925,simple,short,5,9,8.525134325027466,0.10500097274780273,8.630135297775269,0.01166677474975586,85.71349164180324,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:37.312450,simple,short,7,124,8.640635013580322,1.6230249404907227,10.263659954071045,0.013088910810409053,76.40055116005088,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:37.362951,simple,short,5,3,10.296659231185913,0.02750110626220703,10.32416033744812,0.009167035420735678,109.08652078926379,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:37.686457,simple,short,4,24,10.341661930084229,0.300504207611084,10.642166137695312,0.012521008650461832,79.86577023593985,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:39.249557,simple,short,6,118,10.655658721923828,1.5396008491516113,12.19525957107544,0.01304746482331874,76.64324169801755,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:41.200549,simple,short,6,147,12.225189685821533,1.9280669689178467,14.15325665473938,0.013116101829373106,76.24216501281889,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:41.383015,simple,short,7,13,14.169219732284546,0.15900349617004395,14.32822322845459,0.012231038166926457,81.75920852770018,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
2025-11-03T23:46:41.604018,simple,short,7,16,14.358223915100098,0.19800281524658203,14.55622673034668,0.012375175952911377,80.80693186142057,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32
