timestamp,prompt_type,prompt_length,input_tokens,output_tokens,prompt_eval_time,output_eval_time,total_time,avg_token_latency,throughput,model_name,gpu_name,gpu_mem_used_MB,gpu_mem_total_MB,gpu_util_percent,batch_size,time_to_first_token_user_est
2025-11-03T23:46:35.665925,simple,short,5,9,8.525134325027466,0.1050009727478027,8.630135297775269,0.0116667747497558,85.71349164180324,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,8.645134325027465
2025-11-03T23:46:37.312450,simple,short,7,124,8.640635013580322,1.6230249404907229,10.263659954071043,0.013088910810409,76.40055116005088,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,8.760635013580321
2025-11-03T23:46:37.362951,simple,short,5,3,10.296659231185911,0.027501106262207,10.32416033744812,0.0091670354207356,109.0865207892638,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,10.41665923118591
2025-11-03T23:46:37.686457,simple,short,4,24,10.341661930084229,0.300504207611084,10.642166137695312,0.0125210086504618,79.86577023593985,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,10.461661930084228
2025-11-03T23:46:39.249557,simple,short,6,118,10.655658721923828,1.539600849151611,12.19525957107544,0.0130474648233187,76.64324169801755,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,10.775658721923827
2025-11-03T23:46:41.200549,simple,short,6,147,12.225189685821531,1.928066968917847,14.15325665473938,0.0131161018293731,76.24216501281889,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,12.34518968582153
2025-11-03T23:46:41.383015,simple,short,7,13,14.169219732284546,0.1590034961700439,14.32822322845459,0.0122310381669264,81.75920852770018,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,14.289219732284545
2025-11-03T23:46:41.604018,simple,short,7,16,14.358223915100098,0.198002815246582,14.55622673034668,0.0123751759529113,80.80693186142057,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,14.478223915100097
2025-11-03T23:46:41.784021,simple,short,5,13,14.583727359771729,0.1565027236938476,14.740230083465576,0.0120386710533728,83.06564699430243,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,14.703727359771728
2025-11-03T23:46:41.925181,simple,short,8,10,14.770228862762451,0.1176600456237793,14.88788890838623,0.0117660045623779,84.99061807246981,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,14.89022886276245
2025-11-03T23:46:42.367531,simple,short,4,33,14.908233165740969,0.4190070629119873,15.327240228652954,0.0126971837246056,78.75762229557374,llama3,NVIDIA GeForce RTX 3060 Ti,6710,8192,94,32,15.028233165740968
